hitsetid	alpha		beta		gamma		x		y		z
120832	  -0.0003707390	  -0.0010043867	  +0.0011819333	  +0.1308631979	 -78.1509825025	+181.7483040425
72704	  -0.5235987756	  -0.0000000000	  +0.0000000000	 -38.9976350000	 -67.5458851950	 -65.5500000000
89088	  -0.5235987756	  -0.0000000000	  +0.0000000000	 -38.9976350000	 -67.5458851950	-181.7500000000
105472	  -0.5235987756	  -0.0000000000	  +0.0000000000	 -38.9976350000	 -67.5458851950	 +65.5500000000
121856	  -0.5235987756	  -0.0000000000	  +0.0000000000	 -38.9976350000	 -67.5458851950	+181.7500000000
73728	  -1.0454149994	  -0.0002017206	  +0.0011743030	 -67.6760326947	 -39.0453429189	 -65.6072590297
90112	  -1.0448008214	  -0.0005969426	  +0.0005313073	 -67.7733804840	 -39.0625516031	-181.7990925455
106496	  -1.0421170791	  -0.0000804565	  -0.0010113382	 -67.6614537106	 -39.1047944402	 +65.5514024075
122880	  -1.0373519289	  -0.0004649555	  +0.0002052288	 -67.6986984411	 -39.1637346790	+181.7167350081
74752	  -1.5659417326	  -0.0012106474	  +0.0003088319	 -78.1768275064	  +0.0261133472	 -65.5495738059
91136	  -1.5667939438	  -0.0010262295	  +0.0001751113	 -78.1741075029	  +0.1534399046	-181.7455672787
107520	  -1.5650327356	  -0.0007697761	  +0.0000001716	 -78.1744950177	  -0.1070432103	 +65.5328395002
123904	  -1.5661917402	  -0.0008131203	  +0.0015961595	 -78.1177125092	  -0.1904349162	+181.7118765610
75776	  +1.0490495059	  -0.0010359624	  -0.0000799026	 -67.6117985058	 +39.0909197955	 -65.5254285031
92160	  +1.0496746209	  -0.0010664515	  +0.0001395471	 -67.5377108457	 +39.1917283911	-181.6808206955
108544	  +1.0485495591	  -0.0008272348	  -0.0002573432	 -67.6789099553	 +39.0232993557	 +65.5802492336
124928	  +1.0463229601	  -0.0010803415	  +0.0001897058	 -67.7222956564	 +38.9270281209	+181.7585162179
76800	  +0.5234563669	  -0.0004664467	  +0.0003233827	 -39.0358971921	 +67.6295419787	 -65.5671692177
93184	  +0.5245470893	  -0.0003304846	  -0.0004033352	 -39.0061061683	 +67.6649745582	-181.7578034277
109568	  +0.5230130297	  -0.0004938392	  -0.0000180587	 -39.0614256028	 +67.5441787659	 +65.5191040719
125952	  +0.5216837315	  -0.0003138848	  -0.0003088063	 -39.1064641134	 +67.5283659979	+181.7039815654
131072	  -0.1943494236	  -0.0013251072	  +0.0001907727	 +19.3817955468	 +96.8513610096	 -65.5327654490
147456	  -0.1938836390	  -0.0013140950	  -0.0005787311	 +19.5181153626	 +96.8136364659	-181.6733973150
163840	  -0.1927018868	  -0.0013036000	  -0.0003345442	 +19.2124080037	 +96.8867595535	 +65.5300943771
180224	  -0.1875893406	  -0.0013604257	  +0.0000777071	 +19.0555869227	 +96.9090139408	+181.6746187544
132096	  -0.5884251672	  -0.0009814595	  -0.0000075035	 +54.9976046708	 +82.2356637568	 -65.5709500623
148480	  -0.5880618244	  -0.0009714475	  -0.0004996609	 +55.0692457328	 +82.1508631201	-181.7556233659
164864	  -0.5886069589	  -0.0009597847	  -0.0003626078	 +54.9566301529	 +82.2989904412	 +65.5795551492
181248	  -0.5860960561	  -0.0007895426	  +0.0006339945	 +54.8597201462	 +82.3421974602	+181.7528091223
133120	  -0.9797546691	  -0.0003478463	  +0.0003281648	 +82.3076888591	 +54.9529628176	 -65.5418476932
149504	  -0.9793344942	  -0.0002736014	  -0.0006253244	 +82.3084648722	 +54.9178498207	-181.7109436332
165888	  -0.9787891329	  -0.0005349044	  -0.0000718211	 +82.2960451494	 +55.0101723017	 +65.5904521543
182272	  -0.9781983905	  -0.0005876039	  +0.0014924173	 +82.1909226231	 +55.0178962370	+181.7405277753
134144	  -1.3744467859	  -0.0000000000	  +0.0000000000	 +96.9024782184	 +19.2751013474	 -65.5500000000
150528	  -1.3744467859	  -0.0000000000	  +0.0000000000	 +96.9024782184	 +19.2751013474	-181.7500000000
166912	  -1.3744467859	  -0.0000000000	  +0.0000000000	 +96.9024782184	 +19.2751013474	 +65.5500000000
183296	  -1.3744467859	  -0.0000000000	  +0.0000000000	 +96.9024782184	 +19.2751013474	+181.7500000000
135168	  +1.3774637719	  -0.0011029606	  +0.0001815824	 +97.0119925548	 -19.3537441693	 -65.5398936041
151552	  +1.3785316467	  -0.0009998448	  -0.0006816611	 +96.9726539267	 -19.4624771085	-181.7046699111
167936	  +1.3766116208	  -0.0010150651	  +0.0001303707	 +97.0612327399	 -19.2477468507	 +65.5622015100
184320	  +1.3784637643	  -0.0010320486	  +0.0006533817	 +97.0249805175	 -19.1198222335	+181.7367979648
136192	  +0.9739514494	  -0.0037504470	  +0.0001816357	 +82.3610815012	 -55.2040573390	 -65.6715909451
152576	  +0.9731637097	  +0.0015569129	  -0.0019682472	 +82.0659359509	 -55.4648651371	-181.7942461017
168960	  +0.9759660695	  -0.0028439253	  -0.0004299111	 +82.5601989966	 -54.8786346668	 +65.5860904403
185344	  +0.9805741085	  -0.0028999359	  +0.0018413049	 +82.6609701648	 -54.6047887096	+181.7577938218
137216	  +0.5901853032	  -0.0016142884	  -0.0000647162	 +54.8277341432	 -82.3099719667	 -65.5654848437
153600	  +0.5892875094	  -0.0015602430	  +0.0005302669	 +54.6865012382	 -82.4295100705	-181.7198915197
169984	  +0.5912530526	  -0.0017033935	  -0.0002710046	 +54.9967276107	 -82.1768760071	 +65.5626707901
186368	  +0.5941619772	  -0.0019214598	  +0.0000072560	 +55.1778700685	 -82.0830753876	+181.7248234698
138240	  +0.1985766962	  -0.0004309243	  +0.0001931419	 +19.2687424049	 -97.0257473709	 -65.6001932245
154624	  +0.2005197006	  -0.0006109787	  +0.0003048716	 +19.2189150734	 -97.0843313775	-181.7589805663
171008	  +0.1980770139	  -0.0005474247	  +0.0001355648	 +19.3242201184	 -97.0072666019	 +65.5500701361
187392	  +0.1975200708	  -0.0004132421	  -0.0001222260	 +19.3730470088	 -96.9828033930	+181.7127817407
139264	  -0.1919037623	  -0.0003855866	  +0.0004141646	 -19.3428977729	 -97.0575183448	 -65.5563638980
155648	  -0.1887227951	  -0.0006048802	  +0.0006180909	 -19.3992609106	 -97.0917374514	-181.7153037755
172032	  -0.1935737013	  -0.0005078103	  +0.0004513962	 -19.2859275964	 -97.0228388157	 +65.5849220653
188416	  -0.1957098990	  -0.0008319944	  -0.0001582878	 -19.2178617364	 -97.0309104019	+181.7497395791
140288	  -0.5879474727	  -0.0006038550	  +0.0004188760	 -54.9498238036	 -82.2084867254	 -65.5803156238
156672	  -0.5865613616	  -0.0008633794	  -0.0000347285	 -55.0213362421	 -82.1740053899	-181.7359784331
173056	  -0.5866863180	  -0.0005074676	  -0.0000047267	 -54.9070877218	 -82.2216837151	 +65.5701481277
189440	  -0.5868227090	  -0.0004648173	  +0.0003025734	 -54.8378080838	 -82.2327721588	+181.7530134320
141312	  -0.9799071370	  -0.0016165275	  +0.0005668641	 -82.3104291802	 -54.8343981561	 -65.5904605367
157696	  -0.9780780110	  -0.0014990225	  +0.0000221442	 -82.4402616909	 -54.7100182252	-181.7470272367
174080	  -0.9811226115	  -0.0017141255	  -0.0007455890	 -82.1783509341	 -55.0084833440	 +65.5564117280
190464	  -0.9777712713	  -0.0018240235	  -0.0002274889	 -82.0843893917	 -55.1919770956	+181.7185329854
142336	  -1.3719734864	  +0.0000051105	  +0.0002364661	 -96.9754950480	 -19.2634333185	 -65.5554360592
158720	  -1.3714279189	  +0.0001269442	  -0.0008669375	 -96.9800611300	 -19.2882123703	-181.7558822502
175104	  -1.3706559085	  -0.0001131137	  -0.0001844642	 -96.9855138351	 -19.2654898655	 +65.5104954038
191488	  -1.3683831022	  -0.0000891952	  +0.0002805931	 -96.9769371860	 -19.2631158062	+181.6705350898
143360	  +1.3770178666	  -0.0008796597	  +0.0001609326	 -96.9875217027	 +19.3623461063	 -65.5695415588
159744	  +1.3765176833	  -0.0009499606	  -0.0003081733	 -96.9587326878	 +19.4548844708	-181.7084124021
176128	  +1.3753815271	  -0.0008033826	  -0.0002509566	 -97.0244806401	 +19.2688444370	 +65.5556023575
192512	  +1.3783016122	  -0.0008678691	  +0.0003380896	 -97.0428207535	 +19.1730415694	+181.7412613128
144384	  +0.9813702069	  -0.0001509453	  +0.0001818160	 -82.1687231374	 +54.9056479576	 -65.5637175651
160768	  +0.9810861787	  -0.0001494694	  -0.0000336092	 -82.1644009149	 +54.9154645273	-181.7197268002
177152	  +0.9808361929	  -0.0001292781	  -0.0008472619	 -82.1652441008	 +54.9176135145	 +65.5896885371
193536	  +0.9829835408	  -0.0000914814	  +0.0000374439	 -82.1913128693	 +54.9229496800	+181.7594082692
145408	  +0.5947216342	  -0.0003391547	  -0.0004539393	 -55.0036657140	 +82.2905426870	 -65.5483238728
161792	  +0.5957442666	  -0.0003255879	  +0.0001925737	 -54.9666816995	 +82.2974006828	-181.7153314314
178176	  +0.5929151582	  -0.0002360070	  +0.0000313083	 -55.0493809086	 +82.2554566160	 +65.6228934628
194560	  +0.5917789433	  -0.0001808815	  +0.0005754463	 -55.0620331785	 +82.2393535303	+181.7721884470
146432	  +0.1961345767	  -0.0012026744	  +0.0005434869	 -19.1662095429	 +96.9227158157	 -65.6555244445
162816	  +0.1972366622	  -0.0012707853	  +0.0013820356	 -19.0511973155	 +97.0255393118	-181.8028769331
179200	  +0.1959755195	  -0.0015809539	  -0.0001307605	 -19.3406227373	 +96.8522352247	 +65.5630697018
195584	  +0.1993499148	  -0.0017359372	  -0.0005813264	 -19.5371883220	 +96.8334410564	+181.7222492402
196608	  +0.0031545550	  +0.0013504153	  +0.0006400018	  -0.0994027471	+103.4324806673	 -65.6836244150
212992	  +0.0049383054	  +0.0010923965	  +0.0004382984	  -0.2451849587	+103.4724218522	-181.8407885137
229376	  +0.0016772743	  +0.0012025421	  -0.0003965715	  +0.0775874040	+103.4597268338	 +65.6233148744
245760	  +0.0063128229	  +0.0014594387	  +0.0009606575	  +0.2246648532	+103.4729181624	+181.7627149481
197632	  -0.3893686129	  +0.0003853806	  +0.0003352244	 +39.6068297609	 +95.5720706368	 -65.5877665975
214016	  -0.3878004103	  +0.0002166099	  +0.0013468776	 +39.5894553519	 +95.6652498829	-181.7424417607
230400	  -0.3894483140	  +0.0002459975	  +0.0001053784	 +39.6109161662	 +95.5585880360	 +65.5564257113
246784	  -0.3891525266	  +0.0002466923	  +0.0005017464	 +39.6358524995	 +95.5179845576	+181.6942748349
198656	  -0.7822045592	  -0.0015618393	  +0.0002009227	 +73.1836746891	 +73.0368859830	 -65.5835730841
215040	  -0.7810002816	  -0.0016918163	  +0.0000518684	 +73.3240118544	 +72.9035138202	-181.7619221275
231424	  -0.7822271725	  -0.0020604371	  +0.0000116550	 +73.0111089598	 +73.1919190013	 +65.5261619167
247808	  -0.7843974248	  -0.0018891656	  +0.0004200675	 +72.8282500912	 +73.3367107731	+181.7265862445
199680	  -1.1780972451	  -0.0000000000	  +0.0000000000	 +95.4244034391	 +39.5260820858	 -65.5500000000
216064	  -1.1780972451	  -0.0000000000	  +0.0000000000	 +95.4244034391	 +39.5260820858	-181.7500000000
232448	  -1.1780972451	  -0.0000000000	  +0.0000000000	 +95.4244034391	 +39.5260820858	 +65.5500000000
248832	  -1.1780972451	  -0.0000000000	  +0.0000000000	 +95.4244034391	 +39.5260820858	+181.7500000000
200704	  -1.5680951631	  -0.0019633518	  -0.0000346138	+103.2873450015	  -0.1400259391	 -65.5568370333
217088	  -1.5689927241	  -0.0019380231	  -0.0002078789	+103.2751449970	  -0.3694174927	-181.7155195809
233472	  -1.5673793837	  -0.0021819579	  +0.0002554317	+103.2630249976	  +0.1462386908	 +65.5295338599
249856	  -1.5672995885	  -0.0021098381	  -0.0005141547	+103.2739274957	  +0.3916890323	+181.7100759922
201728	  +1.1801060366	  -0.0024685688	  +0.0007068215	 +95.4297869294	 -39.7088997788	 -65.6031097979
218112	  +1.1800269106	  -0.0025784796	  +0.0014503291	 +95.4260012255	 -40.0205216706	-181.7684509292
234496	  +1.1793790681	  -0.0024612876	  -0.0005076669	 +95.5363947025	 -39.4055805654	 +65.5809004131
250880	  +1.1780952002	  -0.0023863967	  -0.0008950050	 +95.7110133554	 -39.1787962468	+181.7505165215
202752	  +0.7902783046	  -0.0005610066	  +0.0000419756	 +73.0024498412	 -73.0727579606	 -65.6225819581
219136	  +0.7895170280	  -0.0005074608	  +0.0000558034	 +72.9643284078	 -73.1252265888	-181.7673445863
235520	  +0.7938005687	  -0.0006755866	  -0.0001150945	 +73.0288815847	 -72.9759796998	 +65.5741417320
251904	  +0.7954707742	  -0.0006093522	  -0.0013274119	 +73.1271218185	 -72.9726119812	+181.7442283194
203776	  +0.3940008606	  -0.0019464118	  +0.0011876515	 +39.4839605100	 -95.7007508642	 -65.5539515472
220160	  +0.3986933417	  -0.0019599903	  -0.0004383136	 +39.3102701696	 -95.8573604712	-181.7388869239
236544	  +0.3946371638	  -0.0020771292	  +0.0001826380	 +39.7349753710	 -95.6405815212	 +65.5708656121
252928	  +0.3957278160	  -0.0020264981	  +0.0006783288	 +39.9398792021	 -95.5098249699	+181.7277021316
204800	  +0.0103017838	  -0.0005509665	  +0.0003886159	  -0.0421765908	-103.3671324982	 -65.6544521275
221184	  +0.0111880755	  -0.0006825447	  +0.0003803908	  -0.1106332784	-103.4121475028	-181.8031875822
237568	  +0.0061318492	  -0.0007214046	  +0.0001336028	  +0.0365157584	-103.3177824998	 +65.5332245876
253952	  +0.0014849932	  -0.0006205183	  +0.0001699355	  +0.1101017293	-103.2976274998	+181.7047215183
205824	  -0.3959703955	  +0.0001621713	  -0.0003113542	 -39.5849220972	 -95.6188603267	 -65.5829325679
222208	  -0.3956873015	  -0.0000722501	  -0.0012635981	 -39.5512417632	 -95.5546774097	-181.7313369266
238592	  -0.3950732147	  +0.0005751258	  -0.0004503580	 -39.6528637390	 -95.6719556659	 +65.5945591518
254976	  -0.3947324638	  +0.0001936973	  +0.0006016841	 -39.6747126332	 -95.6470714348	+181.7686446178
206848	  -0.7886291366	  +0.0000487278	  -0.0001276632	 -73.1663579978	 -73.1476715875	 -65.6381551990
223232	  -0.7902541444	  -0.0000859081	  -0.0010383736	 -73.1237114562	 -73.0989139688	-181.8058884346
239616	  -0.7874702592	  -0.0001341693	  +0.0000625125	 -73.1419014674	 -73.1625609572	 +65.5934918537
256000	  -0.7864479726	  -0.0000197496	  +0.0005695290	 -73.1132346820	 -73.1572406530	+181.7337571381
207872	  -1.1716122865	  -0.0002684120	  +0.0000039965	 -95.4884176952	 -39.5411952163	 -65.5951138643
224256	  -1.1731932534	  -0.0000132489	  +0.0003389254	 -95.4845646742	 -39.5483544792	-181.7541232389
240640	  -1.1742158592	  -0.0000412879	  -0.0001534207	 -95.5061462464	 -39.5184373894	 +65.5441944842
257024	  -1.1749884065	  -0.0002191616	  -0.0001783604	 -95.5174843860	 -39.5274132639	+181.7229869931
208896	  -1.5706517392	  -0.0002587296	  +0.0004413146	-103.3802575082	  +0.0467222797	 -65.6148602516
225280	  +1.5679866697	  -0.0004183970	  +0.0003068491	-103.4129050083	  +0.0799085745	-181.7595967000
241664	  +1.5705657580	  -0.0006245230	  -0.0001886633	-103.3409950032	  -0.0083888717	 +65.5495993382
258048	  -1.5685610317	  -0.0007333904	  -0.0008773186	-103.3816099928	  -0.0815822228	+181.7094706169
209920	  +1.1795964410	  -0.0001189017	  +0.0004448601	 -95.5268842784	 +39.5828719670	 -65.5646175440
226304	  +1.1797100799	  +0.0000525348	  -0.0002378707	 -95.5479225215	 +39.5896613998	-181.7144677637
242688	  +1.1799034139	  -0.0002232650	  +0.0000452749	 -95.5295135340	 +39.5353742022	 +65.5748242839
259072	  +1.1820503079	  +0.0000197893	  +0.0003583302	 -95.5089099852	 +39.5127189248	+181.7264005502
210944	  +0.7853981634	  -0.0000000000	  +0.0000000000	 -73.0346764789	 +73.0346764789	 -65.5500000000
227328	  +0.7853981634	  -0.0000000000	  +0.0000000000	 -73.0346764789	 +73.0346764789	-181.7500000000
243712	  +0.7853981634	  -0.0000000000	  +0.0000000000	 -73.0346764789	 +73.0346764789	 +65.5500000000
260096	  +0.7853981634	  -0.0000000000	  +0.0000000000	 -73.0346764789	 +73.0346764789	+181.7500000000
211968	  +0.3945217569	  -0.0017874822	  +0.0001487025	 -39.4641780695	 +95.6128942525	 -65.5739254484
228352	  +0.3939195996	  -0.0018169978	  -0.0006450566	 -39.2797361247	 +95.6754825619	-181.7481787448
244736	  +0.3950103252	  -0.0019637928	  -0.0005142497	 -39.6892201533	 +95.5592441734	 +65.5664198221
261120	  +0.3946353747	  -0.0019093550	  -0.0001907063	 -39.8980401231	 +95.4981343509	+181.7273513026
