hitsetid	alpha		beta		gamma		x		y		z
0	  -0.2589334929	  -0.0005410435	  +0.0003192068	 +18.7099196534	 +69.5460894971	 -65.5558334516
16384	  -0.2602401291	  -0.0005395482	  +0.0000148344	 +18.7750350663	 +69.5393906292	-181.7264470526
32768	  -0.2570814650	  -0.0007555111	  +0.0001034708	 +18.5942758673	 +69.5923801239	 +65.4947177166
49152	  -0.2588421808	  -0.0007180568	  +0.0005286110	 +18.5000498264	 +69.5827365217	+181.6768739474
1024	  -0.7832165081	  -0.0031095342	  +0.0007280139	 +51.1558047496	 +50.7378369186	 -65.5844857908
17408	  -0.7865920169	  -0.0033984889	  -0.0013826192	 +51.4103680464	 +50.4684632819	-181.7409748564
33792	  -0.7821369096	  -0.0036617209	  +0.0001626162	 +50.7929704054	 +51.0650861212	 +65.5230623843
50176	  -0.7821823030	  -0.0035105213	  +0.0008439404	 +50.4612039742	 +51.3229103962	+181.7102418809
2048	  -1.3028257181	  -0.0011872052	  +0.0007947961	 +69.5708985935	 +18.5701260309	 -65.5582176798
18432	  -1.3036781231	  -0.0011763545	  -0.0004210993	 +69.6318242751	 +18.4391766759	-181.7176132934
34816	  -1.3050186307	  -0.0013536456	  -0.0003707612	 +69.5329289685	 +18.7323855077	 +65.5554462506
51200	  -1.3072568301	  -0.0013855518	  -0.0000596045	 +69.4896100848	 +18.8738659508	+181.7273188786
3072	  +1.3089969390	  -0.0000000000	  +0.0000000000	 +69.4258125127	 -18.6025903966	 -65.5500000000
19456	  +1.3089969390	  -0.0000000000	  +0.0000000000	 +69.4258125127	 -18.6025903966	-181.7500000000
35840	  +1.3089969390	  -0.0000000000	  +0.0000000000	 +69.4258125127	 -18.6025903966	 +65.5500000000
52224	  +1.3089969390	  -0.0000000000	  +0.0000000000	 +69.4258125127	 -18.6025903966	+181.7500000000
4096	  +0.7855221668	  -0.0016113978	  +0.0006006893	 +50.8455055667	 -50.9274789760	 -65.4887317651
20480	  +0.7875786227	  -0.0015163466	  -0.0004877886	 +50.7299462392	 -51.0520256408	-181.6596906760
36864	  +0.7873170674	  -0.0017922124	  +0.0000111338	 +50.9777052437	 -50.7560525537	 +65.5754067595
53248	  +0.7876692897	  -0.0016278630	  +0.0003643518	 +51.1074657044	 -50.6094134605	+181.7666496114
5120	  +0.2680853628	  -0.0005499932	  +0.0000715391	 +18.5547981086	 -69.5808317275	 -65.5572707388
21504	  +0.2628746211	  -0.0019251784	  +0.0003164554	 +18.4598758245	 -69.6243627070	-181.7159334935
37888	  +0.2631650162	  -0.0008802861	  -0.0000349105	 +18.6629176196	 -69.5620353650	 +65.5224318836
54272	  +0.2628464800	  -0.0006075998	  +0.0003720161	 +18.7373354361	 -69.5262606310	+181.7189077214
6144	  -0.2588877086	  -0.0001198544	  -0.0001476346	 -18.6283000925	 -69.6843787925	 -65.5527258656
22528	  -0.2594670389	  -0.0004007140	  -0.0015771018	 -18.6181558264	 -69.5970227281	-181.7321382099
38912	  -0.2601828673	  +0.0001859561	  -0.0000165638	 -18.6459000180	 -69.6809621648	 +65.5386971983
55296	  -0.2614780831	  +0.0001190380	  +0.0014642543	 -18.6457173967	 -69.5958337586	+181.7148713977
7168	  -0.7843773008	  -0.0009133271	  -0.0000197372	 -50.8936265128	 -50.8446355450	 -65.5849144412
23552	  -0.7840477932	  -0.0011649655	  -0.0002953366	 -50.9581377414	 -50.7548947451	-181.7606267977
39936	  -0.7839002887	  -0.0009538971	  +0.0001343402	 -50.7894099573	 -50.9177358701	 +65.5635858907
56320	  -0.7817866665	  -0.0010769749	  +0.0002710317	 -50.6883686400	 -50.9783943235	+181.7259108385
8192	  -1.3087003232	  -0.0016323622	  -0.0003660137	 -69.6487884496	 -18.5611133531	 -65.5683408711
24576	  -1.3079050253	  -0.0015044414	  +0.0003125635	 -69.6870085014	 -18.4022318771	-181.7404558274
40960	  -1.3086548791	  -0.0014118453	  -0.0001620105	 -69.6410956441	 -18.7559187407	 +65.5431052646
57344	  -1.3084844584	  -0.0012419510	  +0.0001821545	 -69.6050509737	 -18.9177704312	+181.7009466305
9216	  +1.3089969390	  -0.0000000000	  +0.0000000000	 -69.4258125127	 +18.6025903966	 -65.5500000000
25600	  +1.3089969390	  -0.0000000000	  +0.0000000000	 -69.4258125127	 +18.6025903966	-181.7500000000
41984	  +1.3089969390	  -0.0000000000	  +0.0000000000	 -69.4258125127	 +18.6025903966	 +65.5500000000
58368	  +1.3089969390	  -0.0000000000	  +0.0000000000	 -69.4258125127	 +18.6025903966	+181.7500000000
10240	  +0.7860336626	  +0.0054986538	  +0.0006728455	 -50.8496661377	 +50.9572109609	 -65.6037069422
26624	  +0.7864322862	  -0.0004007496	  +0.0000196178	 -50.8431147632	 +51.0565929758	-181.7110832654
43008	  +0.7907612717	  -0.0012025300	  -0.0006414782	 -50.9312246166	 +50.8763364930	 +65.5329711289
59392	  +0.7915129128	  -0.0007284329	  -0.0002323297	 -51.0472235628	 +50.8195207106	+181.7058396746
11264	  +0.2632766449	  +0.0002488431	  +0.0004112238	 -18.6511438175	 +69.4574463598	 -65.5809892604
27648	  +0.2631291150	  +0.0002685934	  +0.0004851161	 -18.6906750158	 +69.4820663367	-181.7538989884
44032	  +0.2630607595	  +0.0005659301	  +0.0000496301	 -18.5794409921	 +69.4539968786	 +65.5604821309
60416	  +0.2645150245	  +0.0003637861	  -0.0006228971	 -18.5284494078	 +69.4955503728	+181.7265701285
65536	  -0.0016245080	  -0.0011220643	  +0.0001562073	  +0.0649394343	 +78.1000725123	 -65.5622458408
81920	  -0.0031924225	  -0.0011889583	  -0.0001318352	  +0.1958678700	 +78.0725075436	-181.7118200886
98304	  +0.0011365724	  -0.0007150092	  -0.0001043362	  -0.0586534836	 +78.0933599960	 +65.5774320945
114688	  +0.0050222570	  -0.0008238678	  +0.0005073390	  -0.1370524040	 +78.0648250106	+181.7463856076
66560	  -0.5218984086	  +0.0005877139	  +0.0003558212	 +38.9989289879	 +67.5970678797	 -65.5536291227
82944	  -0.5185010249	  +0.0006135380	  +0.0012342304	 +38.9791976532	 +67.7028767462	-181.7277618439
99328	  -0.5224778471	  +0.0002151570	  -0.0003099400	 +39.0540822845	 +67.5735562732	 +65.5479805139
115712	  -0.5227277918	  +0.0004696528	  +0.0000987963	 +39.0973604955	 +67.5719695914	+181.7322666872
67584	  -1.0457652305	  -0.0010324281	  +0.0002505307	 +67.6415880756	 +38.9707064145	 -65.5664306895
83968	  -1.0435833546	  -0.0010330076	  -0.0004035884	 +67.7259115480	 +38.8689015082	-181.7316219268
100352	  -1.0454582667	  -0.0011263888	  -0.0006086426	 +67.5898769320	 +39.0785104054	 +65.5351047934
116736	  -1.0442539349	  -0.0011298541	  -0.0002822316	 +67.5697853291	 +39.2225424399	+181.6885010771
68608	  -1.5707963268	  -0.0000000000	  +0.0000000000	 +77.9952700000	  +0.0000000000	 -65.5500000000
84992	  -1.5707963268	  -0.0000000000	  +0.0000000000	 +77.9952700000	  +0.0000000000	-181.7500000000
101376	  -1.5707963268	  -0.0000000000	  +0.0000000000	 +77.9952700000	  +0.0000000000	 +65.5500000000
117760	  -1.5707963268	  -0.0000000000	  +0.0000000000	 +77.9952700000	  +0.0000000000	+181.7500000000
69632	  +1.0471975512	  -0.0000000000	  +0.0000000000	 +67.5458851950	 -38.9976350000	 -65.5500000000
86016	  +1.0471975512	  -0.0000000000	  +0.0000000000	 +67.5458851950	 -38.9976350000	-181.7500000000
102400	  +1.0471975512	  -0.0000000000	  +0.0000000000	 +67.5458851950	 -38.9976350000	 +65.5500000000
118784	  +1.0471975512	  -0.0000000000	  +0.0000000000	 +67.5458851950	 -38.9976350000	+181.7500000000
70656	  +0.5259992543	  -0.0009356344	  -0.0002500521	 +39.1361258590	 -67.9054728823	 -65.5611514021
87040	  +0.5241132668	  -0.0008087797	  -0.0027919272	 +38.9876907619	 -67.8197364193	-181.7217578971
103424	  +0.5294990094	  -0.0002578156	  +0.0004661112	 +39.2632037878	 -67.8406260972	 +65.6212095042
119808	  +0.5323020325	  +0.0053138252	  +0.0027202618	 +39.2547946470	 -67.6737165221	+181.7271991461
71680	  -0.0023138077	  -0.0003951956	  +0.0002728591	  -0.0913911446	 -78.1867749718	 -65.5599387495
88064	  -0.0005525299	  -0.0003541331	  -0.0005046836	  -0.1279760505	 -78.1755524953	-181.7113266000
104448	  -0.0003482518	  -0.0009014185	  -0.0002881973	  +0.0230461967	 -78.1900949890	 +65.5641851169
